shopid,userid
85965780,215009721&199677744&505111&138801606&59651435&190736952&15058589&180340278&215368768&187852201&212097412&139786919&14536660&99461904
86285837,119785264&1138507&114039351&182985722&117348464&211061119&117348464&134083739&211061119&17027008&118641771&198053704&50612395&127956202&10569093&211964549&397965&10569093&397965&10569093&16290367&397965&16290367&149808514&114141358&133534828&403460&87702307&403460&12222658&87702307&80617548&130723704&172224714&204405685&33363886&189483099&10462710&33363886&189483099&133398739&200564857&79563585&133398739&200564857&132260054&214901489&132260054&181182903&130468624&181182903&130468624&181182903&13112406&130468624&181182903&2572158&98379374&214992989&2572158&40045421&98379374&214992989&2572158&40045421&57109575&214992989&2572158&40045421&54407800&57109575&54407800&57109575&103311798&16767452&54407800&103311798&16767452&54407800&103311798&117152470&16767452&76371945&103311798&117152470&578944&95812405&163731086&13087739&88436338&155934997&13087739&88436338&174316326&106355459&106912866&195938780&86869890&106355459&195938780&48006961&109728524&214241705&799236&100925476&171829731&30305604&100925476&171829731&14000671&25509394&30305604&94405382&103626369&135374850&97168420&103626369&135374850&831655&16305731&129549741&831655&16305731&129549741&195339661&831655&6098154&16305731&129549741&195339661&831655&6098154&48640434&195339661&6098154&48640434&195339661&210197487&23886800&46097569&76371945&138752243
86368642,144612139&9470644&169521151&53823635&195558634&15716146&53823635&279433&15716146&53823635&279433&5990054&5990054&190074055
86392996,8956051
86446806,108013873&156537239&68680945&68680945&539978&11799638
86572154,1180448&201762365&214685393&102893542&47043771&725284&19301703&34468726&74510092&34468726&53173907&74510092&12984391&50360808&12984391&50360808&132901865&219611&50360808&132901865&634171&211098806&634171&47156747&44103739&45814435&12038278&43506114&8170753&12038278&43506114&3483458&96000185&216370&176739404&109519858&162090575&109519858&162090575
86634598,170973468&153424614&110254255&3079326&203627877&213258638&206280557&53033831&32598374&211864627&42251375&43968694&16356466&16356466&194550451&83025041&194550451&83025041&88419202&56131403&112053064&114104272&148790728&177427450&202640200&202640200&205546699&2920498&205546699&2920498&169158498
86637817,16639127
86788265,71979496&96373273&204849946&37583943&117436570&205132073&214628426&188752639&3960317
86788326,29930353&213749943
86791177,141265137&91923215&177746743&122054331&214984231&49534868&76797910&26143957&80661730
86797153,70617193&84924250&95027846&15374745&29698910&193344732&158489102&76418686&35790337&114101334&157808228&204425872
86799255,5603218&36296611&1502583&149334055&213351747&172098279&172098279&70538334&185360539&29281979&189585703&29281979&168559181&189585703&168559181&189585703&200479372&74016288&190651625&74016288&190651625&199054708&2706828&59158342&133514667&158456757
86821192,82671067&203346425&214921683&137533979&158301374&1316148
86822226,211907762&119213524&149040644&102982768&212645291&5438469&212645291&5438469&200312917&5438469&125616838&200312917&153541920&208407203&47378547&201236152&47378547&97425237&201236152&462814&198290218&8480249&100344729&8480249&208407203&8480249&123363233&208407203&55257290&123363233&55257290&176444337&5394048&53366243&53366243&56026565&103966690&173584038&126275900&173584038&16848403&214881320&135418452&207521298&87378738&135418452&207521298&83709035&143112189&83709035&214847343&83709035&208407203&214847343&69569000&164265000&70653369&153377058&129748225&141662162&118864127&129748225&141662162&118864127&140774438&173440150&50679277&187294881&104543167&128524519&36754304&128524519&36754304&94928504&94928504&107034331
86826200,193195163&26238502&161345340&157350422&187474578&56626375
87010852,4919400&193349780&193349780
87037251,26868612&76981389&42037716&211964549&93519120&120238658&192507897&111218421&114562235&150929094&111218421&114562235&150929094&183180638&44155274&111218421&183180638&44155274&111218421&162757570&183180638&29771850&44155274&162757570&22784291&29771850&44155274&162757570&22784291&29771850&94553351&94553351&97937874&145769803&94553351&97937874&145769803&65173891&97937874&145769803&13493&468497&130930377&195518742&13493&468497&130930377&170350982&13493&468497&168142622&170350982&13493&468497&132271317&168142622&170350982&13493&132271317&154313056&168142622&170350982&17088751&72626185&74303010&208292414&17088751&72626185&74303010&174160141&208292414&17088751&29206903&72626185&74303010&174160141&208292414&2116575&46028690&68272417&94657343&46028690&68272417&171986143&214545112&68272417&171986143&172224714&214545112&30622174&68272417&171986143&172224714&214545112&30622174&68272417&73756662&171986143&172224714&214545112&14266296&58843544&73756662&89785397&203032426&468497&14266296&58843544&89785397&203032426&468497&3821390&14266296&58843544&89785397&203032426&468497&572511&3821390&58843544&89785397&7501333&18805765&160849775&187787942&206616309&7501333&160849775&174814770&187787942&206616309&7501333&26671621&160849775&174814770&187787942&206616309&23259226&26671621&90330905&92111793&164529570&174814770&9209456&91363827&118421652&128378902&158704624&180848307&9209456&91363827&118421652&123324308&128378902&158704624&180848307&9209456&16697023&91363827&118421652&123324308&128378902&158704624&180848307&9209456&16697023&91363827&118421652&123324308&128378902&134146000&158704624&180848307&16697023&91363827&118421652&123324308&128378902&134146000&142017094&180848307&35017606&88069747&126359948&145769803&195938780&212820367&4950861&35017606&88069747&126359948&145769803&195938780&4950861&9918205&9977757&14258966&102928813&187192763&4950861&9918205&9977757&14258966&102928813&187192763&202905528&9918205&9977757&14258966&102928813&103832963&187192763&202905528&9918205&9977757&14258966&28394999&102928813&103832963&187192763&202905528&9918205&14258966&28394999&89043721&103832963&202905528&9918205&17044755&28394999&89043721&103832963&202905528&64399775&98368337&134430049&135506528&153828914&165967886&64399775&98368337&134430049&135506528&153828914&160766172&165967886&64399775&113047040&134430049&135506528&160766172&165967886&113047040&134834329&135506528&149384077&160766172&165967886&110591334&113047040&134834329&149384077&160766172&165967886&110591334&113047040&134834329&149384077&160766172&185895415
87037631,82011078&95399915&51140091&22617181&22617181&72037313
87063118,178640685
87163250,153541920&154633043&133423717&214565727&214565727&4290043&29503680&58528162&188854343&58346026&188854343&58346026&172358983&188854343&58346026&172358983&194970991&39857229&77148092&81443918&204758227&62920981&204758227
87164182,158133629&162892083
87203163,130976943&134279680&86358611&90401166&214468453&154805466&92504860&1295640&117814637&134279680&134279680&62162334&130054212&110421421&120257429&9204333&20365539&6818554&17938862
87219179,12943372&112452545&213601134&40588581&1581066&100837466&123890351&41067676&93399130&133695891&12695585&99517519&26841178&150714382&38746&33444318&132761454&132761454&148727540&7064102&70059936&7263007&40588581&7263007&40588581&111929523
87514129,140642555&49473737&214954996&6223901&124747216&124747216&176697630&124747216&176697630&213479212&100249605&176697630&213479212&43960821&100249605&37090968&43960821&59264&37090968&43960821&59264&37090968&75549924&50930256&77951467&12137653&181383344&54396300&141384966&171944787&192790311&138706987&192790311&34601404&93830455&52204&93830455&3679884&119579572&3679884&48910481&119579572&179042964&214317984&20463470&112905720&87136601&194764414&30445304&87136601&194764414&170783770&174468124&3224361&170783770&174468124&3224361&64052627&174468124&3224361&64052627&189926834&130294206&189926834&123297469&130294206
87621239,142921439&133669093&214359681&26566074&8275084&357987&49460594&16557475&186534876&110419572&115022916
87621695,104166552&208247200&62523994&91370806&141263702&116326565&136968193&14151119&42762358&139709966&87846708&87846708&87846708&27177053&27177053&215031208&27177053&27803694&215031208&4433519&52259270&88021146&31885831&63031822&153838483&31885831&63031822&153838483&192609795&14506550&30503925&153838483&192609795&8621619&37322134&97555104&23595687&35232900&215037917&3168593&3538134&119529225&3168593&3538134&87299262&119529225
87657406,214094512&34423448&181201588&166635609&173602407
87759811,91098037&91098037&111825023&167415790&64263592&113497976
87819976,48161767
87820327,135928396&149386724
87845635,215427525&215427525&215427525&101692990
88030773,170969941&88357620&115042234&121644824&148744037&148744037&123217582&148744037&26230720&86434688&26230720&81342393&86434688&3114991&119902345&22862407&86306380&117490406&22862407&86306380&117490406&182383682&103257505&104924524&125501674
88057427,94716775&74336798&67007477&67007477&156690048&156690048&173584038&9704997&177031426&113542417&192879283&110673295&113542417&192879283&2119708&110673295&2119708&95084892&110673295&2119708&95084892&104785510&95084892&104785510&197988424&24025275&179169420&85843215&179169420&12420690&173501296&12420690&113254256&173501296&3292177&44202041&39443994&110804271
88061045,143804844
88066222,2087491&125272515&77348299
88202387,17186085&136787081&138982206&170124926&187395708&11328727&755644&198015250&1166755&20474195&120947499&6385325&6385325&8840715&183314234&121074342&183314234&5760140&121074342&5760140&73993513&121074342&117518540&144846317&117518540&131902330&144846317&15033948&19708681&4782343&19708681&54900558&187395708&46267115&54900558&187395708&10050&21899615&21899615&136701204&21899615&30638656&136701204&486267&89090863&135044669&486267&180788549&35045699&180788549&35045699&182011246&129893481&135316300&75949110&129893481&135316300&160778814&185146690&3267325&91946447&120082667&3267325&15997789&91946447&120082667&15997789&64918687&91946447&120082667&15997789&40980843&64918687&91946447&15997789&40980843&64918687&77749096&18970422&22668482&84580501&7398663&120371767&197651940&26733623&120371767&197651940&7398663&26733623&197651940&7398663&13128607&26733623&7398663&13128607&26733623&64918687&16844637&51894896&119937179&16844637&18034593&119937179&13503403&81863225&90430281&13503403&81863225&90430281&13503403&81863225&90430281&181385415&35205665&88938653&169816433&199981152&35205665&88938653&134820094&169816433&35205665&79636315&88938653&134820094&169816433&35205665&79636315&88938653&122073470&134820094&169816433&13219935&25772580&75481635&106560139&14370583&39657360&64539066&201508571
88685658,182674437&214994923&214994923&1819739&180664178&50876956&180664178&30220246&50876956&180664178&22616172&29857359&29949602&22616172&29857359&29949602&40665068&61266001&69900329&160911275&61266001&69900329&95997153&160911275&19440304&61266001&69900329&95997153
88690268,2303012&209226730&100464281&133078315&114943318&99241729&133149836&75816609&35194567&18052373&188459756&28455837&35549974&213125360&76478938&97182474&88561989&73490951&94856675&154802826
88696854,145232696&47084036&47772737&57341549&214572859&2829682&140992932&4894577&419541&149227949&205927413&41934657&16866744&124597967&29056185&26330592&193185908&4620552&76028879&115038972&61972690&116292893&184448510&88096168&139303673&96094331
88711335,18312478&18312478&65242481&80384891&179480134&211867761&18312478&946628
89114465,193344732&109665797&214973351&137173028&68693825&194208664&21421981&52189550&206732992
89647608,84490651&77822964
89746709,173753965&112580996&215323666&9137506&132685459
89768730,68881&127974211&172385932&68881&86039882&127974211&172385932&33272869&135586183&187326116&33272869&135586183&205939934&33272869&128937205&135586183&205939934&890215&128937205&135586183&205939934&890215&128937205&200550462&109981580&207443795&211086971&109981580&201046873&207443795&211086971&10189236&129234101&214571768&10189236&56768959&129234101&214571768&10189236&56768959&180504295&214571768&960102&48133203&107569223&149916182&71643755&80227419&84953157&204913637&71643755&84953157&200507456&22265681&59207280&159760728&578944&22265681&59207280&159760728&578944&22265681&59207280&136828126&159760728&1286574&121942357&185077863&187322995&210094642&47727283&74634655&185077863&210094642&47727283&74634655&128558412&185077863&210094642&47727283&74634655&128558412&185077863&210094642&212241624&47727283&74634655&128558412&185077863&210094642&212241624&47727283&74634655&128558412&133181669&210094642&212241624&38985817&133181669&168402404&185392932&190014921&1010583&38985817&133181669&168402404&185392932&190014921&1010583&38985817&156856188&168402404&185392932&1010583&38985817&156856188&168402404&185392932&213835295&1010583&38985817&66228108&156856188&168402404&185392932&213835295&3968451&5988831&8906212&104145881&170929939&177382239&3968451&5988831&8906212&104145881&170929939&177382239&188476780&3183085&3968451&5988831&8906212&104145881&177382239&188476780&1019807&3183085&3968451&5988831&8906212&188476780&1019807&3183085&3968451&4623307&5988831&8906212&188476780&7644611&20509943&86576044&91217162&130550982&7644611&20509943&71061719&86051969&154146648&7644611&20509943&71061719&86051969&122538294&154146648&7644611&20509943&35868070&71061719&86051969&122538294&154146648&6261298&7644611&35868070&71061719&86051969&122538294&154146648&6261298&7386525&35868070&71061719&86051969&122538294&154146648&6261298&7386525&35868070&71061719&86051969&122538294&154146648&6261298&7386525&35868070&71061719&86051969&113881600&122538294&154146648&6261298&6312127&7386525&35868070&71061719&113881600&122538294&196029870&6261298&6312127&7386525&35868070&110830012&113881600&196029870&6261298&6312127&7386525&35868070&110830012&113881600&196029870&197015568&6261298&6312127&7386525&35890226&110830012&113881600&196029870&197015568&6312127&35890226&110830012&113881600&196029870&197015568&197244478&204223639&222573&2960281&4157048&56943304&95744035&122397265&124741610&126217702&149849509&181226848&222573&2960281&4157048&56943304&95744035&122397265&124741610&126217702&191380576&18113350&49562623&55931432&104077596&157451492&166733841&214851560&18113350&49562623&55931432&104077596&157451492&166733841&169397853&214851560&49562623&55931432&80818058&104077596&157451492&166733841&169397853&214851560&49562623&59816314&80818058&104077596&157451492&166733841&169397853&49562623&59816314&80818058&88311412&104077596&157451492&166733841&169397853&42687302&49562623&59816314&80818058&88311412&104077596&157451492&166733841&169397853&13090478&42687302&49562623&59816314&80818058&88311412&104077596&157451492&166733841&169397853&13090478&42687302&49562623&59816314&80818058&88311412&104077596&166733841&169397853&173245674&13090478&42687302&59816314&80818058&88311412&148540411&169397853&173245674&13090478&42687302&59816314&61329075&80818058&88311412&148540411&173245674&13090478&16707212&42687302&59816314&61329075&88311412&148540411&173245674&1556215&13090478&16707212&42687302&59816314&61329075&88311412&148540411&173245674&1556215&13090478&16707212&30681000&42687302&61329075&88311412&148540411&173245674&1556215&13090478&16707212&30681000&33603766&42687302&61329075&148540411&173245674&2221662&4479798&44942437&62861387&65509941&112233152&176024071&2221662&44942437&62861387&65509941&112233152&176024071&181067770&2221662&44942437&62861387&65509941&112233152&181067770&211086971&2221662&2938068&44942437&62861387&65509941&112233152&181067770&211086971&2938068&44942437&62861387&65509941&112233152&181067770&200507456&211086971&2938068&44942437&62861387&65509941&112233152&181067770&200507456&211086971&212181443&2938068&44942437&62861387&65509941&112233152&181067770&200507456&211086971&212181443&2938068&16385067&62861387&65509941&112233152&181067770&200507456&211086971&212181443&2938068&16385067&62861387&65509941&107995552&112233152&181067770&200507456&211086971&212181443&2938068&16385067&62861387&65509941&103299695&107995552&112233152&181067770&200507456&211086971&212181443&2938068&16385067&62861387&65509941&103299695&107995552&112233152&173721854&181067770&200507456&211086971&212181443&2938068&16385067&84607511&103299695&107995552&125454000&173721854&181067770&200507456&211086971&212181443&2938068&16385067&84607511&103299695&107995552&125454000&173721854&193767022&200507456&211086971&212181443&2938068&10242907&16385067&84607511&103299695&107995552&125454000&173721854&193767022&200507456&211086971&212181443&10242907&12984391&16385067&84607511&103299695&107995552&125454000&173721854&193767022&10242907&12984391&65313003&84607511&103299695&107995552&125454000&173721854&193767022&5694508&12984391&21648614&36295280&65313003&72923670&81928284&117312114&151026692&5694508&10778016&21648614&36295280&65313003&72923670&81928284&117312114&151026692&5694508&10778016&21648614&36295280&53215721&65313003&72923670&81928284&117312114&151026692&5694508&10778016&21648614&36295280&53215721&71610641&72923670&81928284&117312114&151026692&5694508&10778016&21648614&36295280&53215721&71610641&72923670&81928284&117312114&151026692&5694508&10778016&21648614&36295280&50809810&53215721&71610641&72923670&81928284&117312114&151026692&10778016&21648614&36295280&50809810&53215721&71610641&72923670&81928284&151026692&183192165&3372383&14188108&15975230&28644149&35471629&63570828&115151981&156926093&194822716&197221718&214965860&313888&3372383&14188108&15975230&28644149&35471629&63570828&115151981&156926093&194822716&197221718&214965860&313888&3372383&14188108&15975230&28644149&35471629&63570828&115151981&120638088&156926093&194822716&197221718&214965860&313888&3372383&14188108&15975230&28644149&35471629&63570828&68142072&120638088&156926093&194822716&197221718&214965860&313888&3372383&14188108&15975230&28644149&35471629&63570828&68142072&120638088&156926093&194822716&197221718&215035381&313888&3372383&14188108&15975230&28644149&35471629&63570828&68142072&70680862&120638088&156926093&194822716&197221718&215035381&313888&3372383&13487452&14188108&15975230&28644149&35471629&63570828&68142072&70680862&120638088&156926093&194822716&197221718&215035381&313888&3372383&13487452&14188108&15975230&28644149&35471629&63570828&68142072&70680862&113862399&120638088&156926093&194822716&197221718&215035381&224751&1243141&14289608&18944348&28234957&36429450&36492191&51777867&56958144&58437864&60980910&86013706&96430052&102171739&118307535&192790199&198699678&224751&1243141&14289608&18944348&28234957&36429450&36492191&51777867&56958144&58437864&60980910&86013706&96430052&102171739&102744288&118307535&192790199&198699678&224751&1243141&4737615&14289608&18944348&28234957&36429450&36492191&51777867&56958144&58437864&60980910&86013706&96430052&102171739&102744288&118307535&192790199&198699678&224751&1243141&4737615&14289608&18944348&36429450&36492191&51777867&56958144&58437864&60980910&74433517&86013706&96430052&102171739&102744288&118307535&192790199&198699678&224751&1243141&4737615&17040806&18944348&36429450&36492191&51777867&56958144&58437864&60980910&74433517&86013706&96430052&102171739&102744288&118307535&192790199&198699678&224751&1243141&4737615&15514101&17040806&18944348&36429450&51777867&56958144&58437864&60980910&74433517&86013706&96430052&102171739&102744288&118307535&192790199&198699678&224751&1243141&4737615&5224799&15514101&17040806&18944348&51777867&56958144&58437864&60980910&74433517&86013706&96430052&102171739&102744288&118307535&192790199&198699678&1243141&4737615&5224799&15514101&17040806&51777867&74433517&96430052&102171739&102744288&117823818&118307535&133747157&170833200&198699678
89888778,27845684&196575391&214530896&150714382&215389848
89889319,55375223&55375223&33174526&55375223&289235&205354541&651153&101128823&107006913&126993986&71407943&182681397
89889510,50870606&71512007&167214833&106067735&12146394&31262067&106753059
89911006,181227322&53548715&99831817&4262319&82809259&204588273&171306210&202613278&180975259&39137153&203934208&172291881&214918089&179042964&48965373&107509834&42686313&64038065&123110367&8925144&47015504&34822910&181814785&28412233&129541340&157724518
89944560,27304099&99601631&214365264&214762545&115902005&181671477&204405740&23111240&215127467&1296418
89955224,170740272
90114193,214418115&22867406&166789788
90157959,210893100&76233494&356371&5045662&88977076&77098563&50167978
90171313,198680166&210065517&13739380&205235446
90172857,122148880&193745616&90686247&42992566&199341896&105666736&71093455&517994&215152780&68166029
90335842,121724549&44909527&200055785&27514624&27514624
90336365,190954325&39856083&173019900&31351112&11304312&244848&68264113&121271429&197587512&198940623&126235323&84024659&160164703
90336709,46237128&98226895&34028968&79876921&29127036&121017578&42842215&175850058&125765604&15541867&5201155&70928492
90337968,158481991&1317486&1317486&34939373&31734921
90339629,204460591&202350642&119072486&213878473&133422081&144374269&57819000&2375570&135375196&83907958&175527353&117600655&91243524&26989920&120755&6083960&20343245&121805786&145586714&17669922&186312792
90385730,180498907&134856466&1166131&15916823&210956254&149181659&144814229&32321024&81307333&163830885&84800616&84800616&72594526&84800616&104613218&120190828&104613218&120190828&165325650&89854819&153935592
90483698,7009107&167793086&2952625&9721991&28423952&89528649&88368756&90512651&73899682&88368756&90512651&7349641&73899682&88368756&8819142&39526378&8819142&39526378&136135560&8964936&93047177&7682953&75117513&16535241&22106503
90501721,147501297&156446957&178794585&215304427&158197330&211704389
90555315,172977316&107899285&28978173&27701989&187075741&97025123&84504601&16814583&87286319&17378167&182461614&207782906&66856630&118448048&88350243&66856630&211867761&29317313&53346649&669360&112026289&44755666&115223607
91038550,149757825&200464573&16030671&123258536&42863061&162093777&178624505&18390014&58614815&153853481&235027&195142827
91067843,174803863
91087848,64025428&169016294&125155513&25371777&165390672&86265915&67559488&203510599&161987002&29214834&204700743&179158703&103042865&102803445&102803445&95031653&102803445&34414319&133371043&34414319&133371043&25186995&76466345&95500119
91087923,12484383&143705479&1002006&185746433&23188565&11668732&192962085&19401863&171664148&52530618&612315&205114069&11824128&34055553&65411142
91088086,61951086&9824386&54446338&201586844
91088177,44117929&27855068&52210227&20772526&69643454&153541920&153541920
91123657,7300419&7300419&7300419&7300419&103822610
91223175,144975115&156813310&127793618&100538829&211262440&211262440&86346092&209880799
91242967,115832186&11669130&76339741&76339741&209153282&130017747&209153282&38372041&130017747&209153282&38372041&121321332&130017747&3564189&121321332&3564189&65379702&36086125&194309699&36086125&95252291&194309699&118952859&121654952&159435348&118952859&121654952&142660065&159435348&118952859&142660065&159435348&175242616&14116661&39385837&152778904&2126959&14116661&39385837&152778904&5045371&6639408&196184773&5045371&6639408&196184773&215126152&638334&157091574&167311437&215126152&638334&30793115&60206276&157091574&167311437&638334&30793115&60206276&62353080&157091574&17805746&18502202&30793115&62353080&72711197&17805746&18502202&62353080&72711197&177414305&17805746&18502202&62353080&72711197&164143435&177414305&8725101&18502202&72711197&164143435&177414305&8725101&18502202&19506248&72711197&164143435&177414305&8725101&18502202&19506248&65129646&164143435&177414305&8725101&19506248&65129646&164143435&177414305&191099736&12695585&93641215&166092070&177537580&191099736&6102572&14748889&24091904&78839321
91279866,3895401&17736248&89551997&69249880
91487219,205767031&102720575&76025149&9773450&28756975&118479240&210769505&26455124&41784762&160320469&26455124&130021933&214508144&102171739&130021933&214508144&102171739&127539290&214508144&121785896&127539290&197837869&121785896&127539290&197837869&198168642&29361014&89915530&176354170&29361014&89915530&176354170&178675129&29361014&54670527&176354170&178675129&13925669&54670527&172765145&214658439&43025047&88439343&107708051&186540916&22296550&88439343&107708051&186540916&22296550&88439343&194836284&13149683&99007716&169722590&13149683&99007716&169722590&194541979&13149683&45272937&99007716&194541979&4348862&45272937&122970053&4348862&103281265&122970053&32991398&103281265&122970053&32991398&103281265&214767195&32991398&88169685&214767195&58939165&141444347&182698845&7812801&58939165&182698845&7812801&58939165&100533629&182698845&48825535&98006177&210721462&1691543&48825535&98006177&210721462&1691543&48825535&204834774&210721462&7785022&153386354&181485200&204834774&7785022&9176744&181485200&7785022&9176744&44775950&7785022&9176744&44775950&72672221&9176744&44775950&72672221&206126557&44775950&53508406&72672221&206126557&53508406&86675737&197269608&197762839&86675737&197040974&197269608&197762839&197040974&197762839&213641090&169646256&197040974&213641090&34759616&169646256&213641090&34759616&169646256&213641090&13134843&34759616&169646256&213641090&12984391&13134843&34759616&169646256&12984391&13134843&115855863&12984391&56796642&114777385&115855863&56796642&114777385&115855863&214748760&1499201&56796642&114777385&115855863&214748760&1499201&56796642&85365083&114777385&115855863&214748760&1499201&50721220&56796642&85365083&114777385&214748760&53066687&56837873&144067521&166790510&14088121&17822177&67527132&215020961&17822177&88439343&197540981&215020961&98480630&130021933&197256791&199192838&212315496&806541&5447051&9784847&48163678&137531001&806541&2375689&5447051&9784847&48163678&137531001&806541&2375689&5447051&9784847&48163678&137531001&204983632&806541&2375689&5447051&47793277&48163678&137531001&204983632&806541&2375689&5447051&34553798&47793277&48163678&137531001&204983632&41794893&50855667&103332436&120968173&174145893&188977046
91638688,214680031&476253&88368756&476253&88368756&162693630&1482952&159375967&28565333&69680608&28565333&61709348
91639906,13253401&102314850&13253401&102314850&148428602&13253401&102314850&148428602&102314850&148428602&210812773&102314850&148428602&210812773&5732860&102314850&148428602&210812773
91674180,16020808&168746639&12960751&15441303&199388827
91679894,166483266&188482373&42629834&82637774&191587875&15412268&61681239&161402408&11579388
91680145,76463347&7644611&28120725
91680371,15275277
91681600,6301272&117728233&32276747&40548079&116829885&204081319&23498354&34231570&8165258&116026654&17358901&166713319&212583268&124245218&124245218&101909154&120415931&94943458&167625355&1312573&62844947
